host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count
100%,96%,1,2,2,"email, phone, linkedin, reviews, jumio",1,1,1,Entire home/apt,6,2,2,3,Real Bed,$375.00 ,$100.00 ,$80.00 ,1,$0.00 ,1,1125,9,24,34,278,26,95,10,10,10,10,10,10,0,0,moderate,0,0,2
100%,99%,0,4,4,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$225.00 ,$300.00 ,$85.00 ,2,$45.00 ,2,1125,2,16,46,137,25,90,10,10,10,10,9,9,0,0,moderate,0,0,4
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,5,2,2,3,Real Bed,$389.00 ,,$100.00 ,1,$0.00 ,3,1125,15,38,38,38,23,96,9,10,10,10,10,9,0,0,moderate,0,1,61
83%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,$500.00 ,$160.00 ,2,$0.00 ,2,1125,2,4,4,4,4,93,9,9,9,10,10,9,0,0,strict,0,0,1
100%,99%,0,4,4,"email, phone, reviews, jumio",1,1,1,Entire home/apt,6,1,2,3,Real Bed,$365.00 ,$100.00 ,$80.00 ,1,$0.00 ,1,1125,6,23,43,305,65,94,10,10,10,10,10,9,0,0,moderate,0,0,4
100%,89%,1,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,2,1,2,Real Bed,$449.00 ,$500.00 ,$100.00 ,4,$75.00 ,2,1125,20,44,66,337,46,99,10,10,10,10,10,10,0,0,strict,1,1,1
90%,67%,1,2,2,"email, phone, reviews",1,0,1,Entire home/apt,4,2,2,2,Real Bed,$600.00 ,$500.00 ,$150.00 ,4,$50.00 ,2,3,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$249.00 ,,$75.00 ,1,$0.00 ,1,5,0,0,0,248,16,97,10,9,10,10,10,10,0,0,moderate,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,3,1,1,2,Real Bed,$293.00 ,,$100.00 ,1,$0.00 ,3,1125,27,57,83,83,8,95,10,10,10,10,10,10,0,0,moderate,0,1,61
0%,100%,0,1,1,"email, phone, manual_online, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$45.00 ,,$35.00 ,1,$10.00 ,90,1125,25,25,25,25,2,,,,,,,,0,0,flexible,0,0,1
89%,45%,0,558,558,"email, phone, reviews, jumio",1,1,1,Private room,3,,1,1,Real Bed,$249.00 ,,$150.00 ,1,$0.00 ,3,730,29,59,89,364,1,100,10,10,10,6,8,8,0,0,super_strict_30,0,1,79
89%,45%,0,558,558,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$349.00 ,,$150.00 ,1,$0.00 ,4,365,29,59,89,364,4,93,8,9,10,8,9,9,0,0,super_strict_30,0,1,79
89%,45%,0,558,558,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$349.00 ,,$150.00 ,1,$0.00 ,3,730,29,59,89,364,5,80,9,7,8,8,9,9,0,0,super_strict_30,0,1,79
89%,45%,0,558,558,"email, phone, reviews, jumio",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$309.00 ,,$150.00 ,1,$0.00 ,3,365,29,59,89,364,1,100,,,,,,,0,0,super_strict_30,0,1,79
43%,67%,0,1,1,"email, phone",1,0,1,Entire home/apt,2,1,0,1,Real Bed,$350.00 ,,,1,$0.00 ,1,1125,30,60,90,365,0,,,,,,,,0,0,flexible,0,0,1
89%,45%,0,558,558,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,,2,2,Real Bed,$349.00 ,,$150.00 ,1,$0.00 ,3,730,29,59,89,364,9,88,9,10,9,9,9,9,0,0,super_strict_30,0,1,79
100%,28%,0,1,1,"email, phone, facebook, reviews",1,0,1,Entire home/apt,2,1,1,1,Real Bed,$158.00 ,,,1,$0.00 ,3,15,11,35,65,65,5,100,10,10,10,10,10,10,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews",1,0,1,Private room,1,1,1,,Real Bed,$80.00 ,,,1,$0.00 ,1,10,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone",1,0,1,Private room,1,1,1,1,Real Bed,"$1,372.00 ",,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
90%,71%,0,4,4,"email, phone",1,0,1,Entire home/apt,4,2,2,3,Real Bed,$275.00 ,,$150.00 ,1,$0.00 ,4,1125,30,60,90,365,0,,,,,,,,0,0,strict,0,0,4
98%,55%,0,749,749,"email, phone, reviews, jumio",1,1,1,Entire home/apt,5,2,2,2,Real Bed,$319.00 ,,$100.00 ,1,$0.00 ,3,1125,29,59,89,179,0,,,,,,,,0,0,strict,0,0,136
N/A,N/A,0,1,1,"email, phone, facebook",1,0,0,Private room,1,1,1,1,Real Bed,$140.00 ,,,1,$0.00 ,2,5,0,0,0,0,0,,,,,,,,0,1,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$200.00 ,,$60.00 ,1,$0.00 ,2,1125,0,0,0,243,0,,,,,,,,0,0,flexible,0,0,1
100%,79%,0,3,3,"email, phone, reviews",1,0,0,Private room,1,1,1,1,Real Bed,$85.00 ,,$5.00 ,2,$15.00 ,1,1125,7,23,49,324,2,80,9,8,10,9,9,9,0,0,strict,0,0,3
90%,71%,0,4,4,"email, phone",1,0,1,Entire home/apt,4,2,2,3,Real Bed,$375.00 ,$500.00 ,$150.00 ,1,$0.00 ,3,1125,30,60,90,365,0,,,,,,,,0,0,strict,0,0,4
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$225.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,strict,0,0,1
100%,100%,0,1,1,"email, phone",1,0,1,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,1,$0.00 ,1,1125,0,1,15,15,0,,,,,,,,0,0,flexible,0,0,1
100%,100%,0,2,2,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$67.00 ,,,1,$15.00 ,2,1125,7,28,58,149,12,89,10,9,10,10,10,9,0,0,moderate,0,0,1
100%,100%,1,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,2,Real Bed,$175.00 ,,,1,$0.00 ,1,3,0,0,1,276,16,96,10,9,10,10,10,10,0,0,flexible,0,0,1
70%,91%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$99.00 ,$100.00 ,$25.00 ,1,$25.00 ,1,365,0,0,0,251,46,97,10,10,10,10,10,10,0,0,strict,0,0,1
100%,100%,0,7,7,"email, phone, facebook, reviews, jumio",1,1,1,Entire home/apt,4,1,0,1,Real Bed,$99.00 ,,,1,$0.00 ,1,30,1,3,18,283,184,76,8,7,8,9,9,8,0,1,flexible,0,0,7
100%,94%,0,11,11,"email, phone, reviews",1,0,1,Entire home/apt,4,1,1,2,Real Bed,$127.00 ,$100.00 ,$40.00 ,2,$25.00 ,1,1125,24,54,84,359,64,84,9,9,9,9,10,9,0,0,strict,0,0,11
100%,100%,0,6,6,"email, phone, linkedin, amex, reviews, kba",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$225.00 ,,,1,$0.00 ,2,1125,4,18,44,145,1,,,,,,,,0,0,flexible,0,0,6
100%,100%,0,6,6,"email, phone, linkedin, amex, reviews, kba",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$300.00 ,,,1,$0.00 ,2,1125,9,39,69,159,2,80,10,10,10,10,10,10,0,0,moderate,0,0,6
100%,99%,1,15,15,"email, phone, google, amex, reviews, kba",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$199.00 ,$300.00 ,$80.00 ,2,$0.00 ,3,45,12,21,40,315,121,98,10,10,10,10,10,10,0,1,strict,0,0,15
100%,100%,0,6,6,"email, phone, linkedin, amex, reviews, kba",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$300.00 ,,,1,$0.00 ,2,1125,17,47,70,70,1,100,10,10,10,10,8,8,0,0,moderate,0,0,6
100%,100%,0,6,6,"email, phone, linkedin, amex, reviews, kba",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$300.00 ,,,1,$0.00 ,2,1125,18,44,70,128,1,100,10,10,10,10,10,10,0,0,moderate,0,0,6
100%,100%,0,3,3,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,,$120.00 ,4,$35.00 ,1,1125,0,0,0,31,11,91,9,9,10,10,10,9,0,1,strict,0,0,1
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,0,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,$100.00 ,$50.00 ,1,$0.00 ,2,1125,0,4,22,80,5,100,10,10,10,10,10,10,0,1,strict,0,0,2
97%,100%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$75.00 ,,,1,$0.00 ,1,1125,0,0,0,0,5,100,10,9,10,10,10,9,0,1,flexible,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,3,1,1,2,Real Bed,$228.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,90,148,1,46,6,2,2,6,8,4,0,0,moderate,0,1,61
100%,92%,0,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Private room,1,1,1,1,Futon,$99.00 ,$100.00 ,$50.00 ,1,$0.00 ,1,1125,24,54,84,359,2,100,10,10,10,10,10,10,0,0,strict,0,0,1
N/A,N/A,0,1,1,"email, phone, manual_online, reviews, manual_offline, jumio",1,1,0,Entire home/apt,2,1,1,1,Real Bed,$99.00 ,,$25.00 ,1,$0.00 ,1,1125,0,0,0,0,1,,,,,,,,0,0,flexible,0,0,1
100%,100%,0,7,7,"email, phone, facebook, reviews, jumio",1,1,1,Entire home/apt,4,1,1,1,Real Bed,$99.00 ,,,1,$0.00 ,1,1125,0,0,7,226,252,78,8,7,8,9,9,8,0,1,flexible,0,0,7
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,2,Real Bed,$298.00 ,,$24.00 ,4,$7.00 ,14,1125,0,0,0,0,2,100,10,8,10,10,10,10,0,0,strict,0,0,1
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$200.00 ,$250.00 ,$70.00 ,2,$25.00 ,2,5,2,12,21,47,0,,,,,,,,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$299.00 ,,$25.00 ,1,$0.00 ,1,28,0,0,0,106,47,98,10,10,10,10,10,10,0,0,moderate,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,1,1,0,1,Real Bed,$90.00 ,,$150.00 ,1,$0.00 ,3,8,0,0,0,0,1,80,10,6,10,10,10,10,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,0,Entire home/apt,3,1,1,2,Real Bed,$155.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,3,1,1,2,Real Bed,$285.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,90,207,1,80,8,8,8,8,8,8,0,0,moderate,0,1,61
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,5,2,2,3,Real Bed,$279.00 ,,$100.00 ,1,$0.00 ,3,1125,19,42,65,65,14,90,9,10,10,9,10,9,0,0,moderate,0,1,61
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$140.00 ,$100.00 ,$35.00 ,2,$10.00 ,1,1125,0,0,0,0,38,95,10,10,10,10,10,9,0,1,strict,0,0,2
100%,100%,0,2,2,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$60.00 ,,$10.00 ,1,$25.00 ,7,1125,0,0,0,164,11,89,9,9,10,9,10,9,0,0,moderate,0,0,2
100%,96%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,2,1,0,1,Real Bed,$130.00 ,,$35.00 ,1,$0.00 ,2,1125,0,0,21,277,14,97,10,10,10,10,10,10,0,0,flexible,0,0,1
98%,55%,0,749,749,"email, phone, reviews, jumio",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$189.00 ,,$100.00 ,1,$0.00 ,3,1125,29,59,89,208,0,,,,,,,,0,0,strict,0,0,136
100%,100%,0,1,1,"email, reviews",1,0,0,Private room,1,1,1,1,Real Bed,$88.00 ,,,1,$10.00 ,1,10,6,17,40,306,91,77,8,7,9,9,10,8,0,0,moderate,0,0,1
100%,88%,0,1,1,"email, phone, facebook, google, reviews, weibo, jumio",1,1,0,Private room,2,1,1,1,Real Bed,$60.00 ,,$10.00 ,1,$15.00 ,2,1125,0,0,0,0,6,100,10,10,10,10,10,10,0,0,strict,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,5,2,2,3,Real Bed,$279.00 ,,$100.00 ,1,$0.00 ,3,1125,11,41,67,67,10,84,7,9,9,9,10,8,0,0,moderate,0,1,61
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,3,1,1,2,Real Bed,$219.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,90,148,5,92,10,10,10,9,10,8,0,0,moderate,0,1,61
100%,95%,0,1,1,"phone, reviews",1,0,1,Entire home/apt,3,1,1,2,Real Bed,$140.00 ,,$40.00 ,3,$0.00 ,3,1125,2,6,24,114,10,94,9,9,10,10,10,10,0,0,strict,0,0,1
60%,89%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,2,1,0,1,Real Bed,$140.00 ,$100.00 ,$45.00 ,1,$0.00 ,2,1125,4,9,39,191,58,95,10,10,10,10,10,9,0,0,strict,0,0,1
97%,98%,0,5,5,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,0,1,Real Bed,$160.00 ,$250.00 ,$90.00 ,0,$0.00 ,3,180,6,23,50,77,12,100,10,10,10,10,10,10,0,1,flexible,0,0,1
83%,81%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,1,1,1,1,Real Bed,$75.00 ,,,1,$0.00 ,1,1125,3,3,3,3,7,89,9,8,9,10,9,9,0,0,flexible,0,0,1
98%,55%,0,749,749,"email, phone, reviews, jumio",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$239.00 ,,$100.00 ,1,$0.00 ,3,1125,29,59,89,179,3,100,9,9,10,9,10,9,0,0,strict,0,0,136
82%,100%,0,1,1,"email, phone, facebook, google, reviews, jumio",1,1,1,Private room,1,1,1,1,Real Bed,$74.00 ,,,1,$0.00 ,1,11,0,0,0,0,6,93,9,9,9,9,9,9,0,0,flexible,0,0,1
100%,91%,0,37,37,"email, phone, reviews",1,0,0,Private room,1,1,1,1,Real Bed,$125.00 ,,$25.00 ,1,$0.00 ,2,1125,15,30,50,300,0,,,,,,,,0,0,strict,0,0,20
N/A,N/A,0,1,1,"email, phone",1,0,1,Entire home/apt,2,1,1,1,Real Bed,$135.00 ,,$45.00 ,1,$0.00 ,2,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, linkedin, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$125.00 ,,,1,$0.00 ,2,1125,9,20,34,35,0,,,,,,,,0,0,flexible,0,0,1
100%,100%,0,5,5,"email, phone, reviews",1,0,1,Private room,3,2,1,1,Real Bed,$120.00 ,$200.00 ,$150.00 ,1,$50.00 ,14,180,0,0,0,77,0,,,,,,,,0,0,flexible,0,0,3
70%,73%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,$60.00 ,1,$70.00 ,1,1125,5,35,62,309,29,97,10,9,10,10,10,10,0,0,moderate,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$219.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,90,148,0,,,,,,,,0,0,moderate,0,1,61
N/A,N/A,0,2,2,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$100.00 ,,,1,$0.00 ,1,1125,0,0,0,0,6,87,9,8,10,10,9,9,0,0,flexible,0,0,2
100%,100%,0,2,2,"email, phone, reviews",1,0,0,Private room,2,1,1,2,Real Bed,$77.00 ,,,2,$19.00 ,2,1125,2,12,35,300,32,83,9,8,9,9,9,9,0,0,flexible,0,0,2
N/A,N/A,0,1,1,"email, phone, reviews, weibo, jumio",1,1,1,Private room,1,1,1,1,Real Bed,$55.00 ,,$10.00 ,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,1,strict,0,0,1
100%,100%,0,6,6,"email, phone, linkedin, amex, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$300.00 ,,,1,$0.00 ,3,1125,7,31,49,153,1,100,10,10,10,10,10,10,0,0,moderate,0,0,6
100%,83%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,2,Real Bed,$85.00 ,$200.00 ,$20.00 ,1,$25.00 ,1,1125,0,0,0,248,3,80,9,7,10,10,10,8,0,0,moderate,0,0,1
100%,91%,0,37,37,"email, phone, reviews",1,0,0,Private room,2,1,1,2,Real Bed,$175.00 ,,$25.00 ,2,$25.00 ,2,1125,7,27,49,302,0,,,,,,,,0,0,strict,0,0,20
100%,69%,0,122,122,"email, phone, reviews, jumio, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$232.00 ,,,1,$0.00 ,10,1125,29,59,89,364,0,,,,,,,,0,0,flexible,0,0,13
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$77.00 ,,$20.00 ,1,$0.00 ,6,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
100%,90%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,3,1,1,1,Real Bed,$140.00 ,,,1,$0.00 ,1,1125,0,0,0,0,3,100,10,10,10,10,10,10,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone",1,0,0,Private room,1,1,1,1,Real Bed,$60.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
89%,45%,0,558,558,"email, phone, reviews, jumio",1,1,1,Entire home/apt,5,2,2,2,Real Bed,$349.00 ,,$150.00 ,1,$0.00 ,3,365,29,59,89,364,4,94,10,10,10,9,10,9,0,0,super_strict_30,0,1,79
100%,100%,0,1,1,"email, phone, google, jumio",1,1,0,Private room,3,1,1,2,Real Bed,$213.00 ,,$54.00 ,1,$0.00 ,1,1125,0,0,18,172,0,,,,,,,,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone",1,0,0,Entire home/apt,4,2,2,2,Real Bed,$570.00 ,$500.00 ,$100.00 ,1,$0.00 ,1,1125,30,60,90,365,1,,,,,,,,0,0,flexible,0,0,1
98%,55%,0,749,749,"email, phone, reviews, jumio",1,1,1,Entire home/apt,5,2,2,2,Real Bed,$319.00 ,,$100.00 ,1,$0.00 ,3,1125,29,59,89,208,1,100,10,10,8,10,10,10,0,0,strict,0,0,136
100%,100%,0,2,2,"email, phone, reviews",1,0,0,Private room,2,1,1,1,Real Bed,$89.00 ,,,2,$25.00 ,2,1125,3,24,46,321,20,79,9,8,9,9,10,9,0,0,flexible,0,0,2
64%,93%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$97.00 ,$95.00 ,$25.00 ,2,$10.00 ,1,200,3,3,3,263,0,,,,,,,,0,0,flexible,0,0,1
50%,50%,0,1,1,"email, phone, reviews, jumio",1,1,0,Entire home/apt,3,1,1,1,Real Bed,$175.00 ,$500.00 ,$25.00 ,1,$15.00 ,1,1125,30,60,90,365,9,98,10,9,10,10,10,9,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$100.00 ,,$50.00 ,1,$0.00 ,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,0,flexible,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,3,1,1,2,Real Bed,$219.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,90,148,5,80,8,8,9,7,10,8,0,0,moderate,0,1,61
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,5,2,2,3,Real Bed,$429.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,86,86,0,,,,,,,,0,0,moderate,0,1,61
100%,100%,0,1,1,"email, phone",1,0,1,Private room,1,3,1,1,Real Bed,$30.00 ,$200.00 ,,1,$0.00 ,1,31,0,0,0,0,0,,,,,,,,0,1,flexible,0,0,1
100%,100%,0,2,2,"email, phone, linkedin, reviews, jumio",1,1,1,Shared room,2,1,1,1,Pull-out Sofa,$80.00 ,$200.00 ,,0,$0.00 ,1,2,0,0,0,248,10,90,10,9,10,9,10,10,0,0,moderate,0,0,2
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$120.00 ,,$20.00 ,2,$15.00 ,1,1125,0,0,0,0,8,80,9,9,10,9,10,9,0,0,moderate,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,5,2,2,3,Real Bed,$279.00 ,,$100.00 ,1,$0.00 ,3,1125,27,57,83,83,10,86,9,10,9,9,10,9,0,0,moderate,0,1,61
N/A,N/A,0,1,1,"email, phone",1,0,1,Entire home/apt,6,1,2,2,Real Bed,$192.00 ,,$60.00 ,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$219.00 ,,$100.00 ,1,$0.00 ,3,1125,27,57,87,145,1,80,10,10,8,10,10,8,0,0,moderate,0,1,61
89%,58%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,2,1,1,1,Real Bed,$220.00 ,$400.00 ,,1,$0.00 ,1,1125,23,53,83,358,0,,,,,,,,0,0,moderate,0,0,1
100%,93%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$69.00 ,,,1,$40.00 ,6,1125,0,0,0,0,7,93,10,8,9,10,9,8,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone",1,0,1,Entire home/apt,4,1,1,2,Real Bed,"$4,000.00 ",,,2,$50.00 ,6,1125,14,31,61,336,0,,,,,,,,0,0,strict,0,0,1
100%,50%,0,2,2,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,1,1,1,1,Real Bed,$295.00 ,$200.00 ,$50.00 ,1,$50.00 ,4,160,20,20,20,60,9,90,9,9,9,10,10,8,0,0,moderate,0,0,2
100%,67%,0,4,4,"email, phone, reviews",1,0,1,Shared room,1,1,1,1,Airbed,$85.00 ,,$8.00 ,1,$0.00 ,1,31,26,56,81,356,37,85,9,9,9,9,10,8,0,0,strict,0,0,4
90%,100%,0,1,1,"phone, facebook, reviews",1,0,1,Shared room,2,1,1,1,Real Bed,$60.00 ,,$10.00 ,1,$30.00 ,1,1125,2,13,31,31,18,96,10,10,10,10,10,10,0,0,flexible,0,0,1
96%,68%,0,313,313,"email, phone, manual_online, reviews, manual_offline, kba",1,1,1,Entire home/apt,5,2,2,3,Real Bed,$279.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,86,86,0,,,,,,,,0,0,moderate,0,1,61
97%,81%,0,21,21,"email, phone, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$239.00 ,,,1,$0.00 ,2,90,10,35,65,340,4,100,10,10,10,10,10,10,0,0,flexible,0,0,17
98%,55%,0,749,749,"email, phone, reviews, jumio",1,1,1,Entire home/apt,5,2,2,2,Real Bed,$199.00 ,,$100.00 ,1,$0.00 ,3,1125,30,60,90,117,1,100,10,10,10,10,10,10,0,0,strict,0,0,136
100%,100%,0,1,1,"email, phone, google, reviews, jumio",1,1,1,Private room,3,1,1,1,Airbed,$83.00 ,,,2,$0.00 ,1,1125,5,10,33,33,2,90,10,9,10,10,10,9,0,0,flexible,0,0,1
100%,94%,0,11,11,"email, phone, reviews",1,0,1,Entire home/apt,4,1,0,1,Real Bed,$189.00 ,$100.00 ,$40.00 ,2,$25.00 ,1,1125,12,29,55,326,65,93,9,9,10,10,10,9,0,0,strict,0,0,11
100%,90%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,10,1,1,16,Real Bed,$229.00 ,$200.00 ,,2,$0.00 ,2,1125,0,0,0,0,8,93,10,9,10,10,10,9,0,0,strict,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews",1,0,0,Private room,1,1,1,1,Real Bed,$85.00 ,,$30.00 ,1,$0.00 ,2,4,0,0,0,0,2,100,10,10,10,10,10,10,0,0,flexible,0,0,1
100%,67%,0,15,15,"email, phone, reviews, jumio",1,1,1,Entire home/apt,3,1,1,1,Real Bed,$289.00 ,,,1,$0.00 ,4,1125,19,49,79,79,11,93,9,10,10,9,9,9,0,0,moderate,0,0,10
N/A,N/A,0,1,1,"phone, reviews",1,0,1,Entire home/apt,2,1,0,1,Real Bed,$110.00 ,,,1,$0.00 ,1,1125,0,0,0,0,2,90,10,10,10,10,10,9,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, facebook, reviews",1,0,0,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,$100.00 ,$30.00 ,1,$0.00 ,2,4,0,1,25,34,2,100,10,10,10,10,10,10,0,1,flexible,0,0,1
93%,90%,0,1,1,"email, phone, reviews",1,0,1,Private room,3,1,1,1,Real Bed,$149.00 ,$300.00 ,$25.00 ,2,$20.00 ,1,1125,0,11,32,32,36,90,9,9,10,10,10,9,0,0,moderate,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,2,1,0,1,Real Bed,$200.00 ,,,1,$0.00 ,1,1125,0,0,0,119,0,,,,,,,,0,0,flexible,0,0,1
98%,55%,0,749,749,"email, phone, reviews, jumio",1,1,1,Entire home/apt,5,2,2,2,Real Bed,$319.00 ,,$100.00 ,1,$0.00 ,3,1125,29,59,89,179,3,93,9,9,7,7,10,9,0,0,strict,0,0,136
98%,55%,0,749,749,"email, phone, reviews, jumio",1,1,1,Entire home/apt,5,2,2,2,Real Bed,$319.00 ,,$100.00 ,1,$0.00 ,3,1125,29,59,89,179,0,,,,,,,,0,0,strict,0,0,136
